Geneid,PD_117_R10_S05#,PD_117_R11_S05#,PD_117_R12_S05#,PD_117_R13_S05#,PD_117_R14_S05#,PD_117_R15_S05#,PD_117_R16_S05#,PD_117_R5_S05#1,PD_117_R6_S05#1,PD_117_R7_S05#1,PD_117_R8_S05#1,PD_117_R9_S05#1
b0540,0.23839237400000002,0.592691086,-0.118694339,-0.118694339,-0.118694339,0.27205943600000004,-0.118694339,-0.118694339,-0.118694339,0.23738867800000002,-0.118694339,-0.118694339
b0541,-0.29602563333333337,-0.01750665433333337,-0.2763968613333334,-0.14775745133333335,-0.27968719433333333,0.6242613226666667,-0.14659331133333336,-0.17676833733333336,0.03677066266666662,0.13999767466666663,-0.05279483133333335,-0.05605511133333335
b0543,0.5418689046666669,0.16464938566666731,0.20895622266666702,-0.16338351633333303,0.15695342966666725,0.14057822266666697,0.478017010666667,0.026325337666667004,-0.04805331733333329,0.021727979666667174,0.2590195856666675,0.1759445966666675
b4733,0.643093032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0544,-0.268168184333333,-0.9524768953333331,-1.127760013333333,-1.254619007333333,-0.913545159333333,-0.9703486493333331,-1.054306815333333,-0.020298605333333164,-0.08583708633333309,0.10613569166666692,-0.3699204863333332,-0.13798550433333312
b0545,0.12761914733333324,0.0256537743333336,0.0005970223333333635,-0.20714796066666663,-0.5603091426666666,0.0852318073333338,-0.16496501866666646,-0.1315065896666665,-0.004790103666666656,0.1362966933333336,0.2118080623333336,-0.04846700866666653
b0546,0.42765845166666683,-0.6531044513333333,-0.4156733773333334,-0.30264073433333305,-0.3755807303333336,-0.2491370833333333,-0.35647472433333327,-0.05635581933333356,-0.10698377933333347,0.16333959866666614,0.22282495966666627,0.24211321366666638
b4588,0.5820675463333334,1.2367666653333333,0.6796294023333334,1.2169508013333332,0.6636380313333333,1.2141248953333332,1.2211896983333332,0.5732237673333334,-0.2866118836666667,-0.2866118836666667,0.5979519283333333,-0.2866118836666667
b0547,-0.6545506686666667,0.04942638533333332,0.05915594733333329,-0.1582881816666667,0.046386306333333294,0.8523104993333332,0.04022367333333332,-0.20614665366666668,0.40825994133333343,-0.20211328766666664,0.15867190333333336,-0.40671413466666667
b0548,0.14430670233333331,-0.20440261866666665,-0.19536427866666672,-0.21526562866666665,0.23356542933333324,0.21942227633333322,0.22512677333333342,-0.27364466766666673,0.13161094733333334,0.14203372033333328,0.1617257793333332,0.15459438233333334
b0549,-0.19464442500000012,0.13590195199999988,0.7340578769999998,-0.13706289100000013,-0.12816831100000015,-0.8536967460000001,-0.44973774100000014,0.2455609139999998,0.24232664199999998,-0.4878875560000001,0.06455607799999985,0.2671782629999998
b0550,0.16021475200000002,0.008302456000000014,0.624322586,-0.271186154,0.23442504899999994,-0.0036321559999999975,0.4236864479999999,0.15219191899999995,0.14972284699999994,-0.301914766,-0.04091112200000002,0.355206347
